product_id,date,stock_received,damaged_stock,Day,available_stock,damage_percent,Month
378676,2023-03-17,3,0,17,3,0.0,March
532965,2023-03-17,4,0,17,4,0.0,March
305754,2023-03-17,1,0,17,1,0.0,March
491314,2023-03-17,0,2,17,-2,inf,March
470449,2023-03-17,0,2,17,-2,inf,March
623234,2023-03-17,0,2,17,-2,inf,March
652118,2023-03-17,0,2,17,-2,inf,March
611575,2023-03-17,3,0,17,3,0.0,March
621677,2023-03-17,3,0,17,3,0.0,March
306177,2023-03-17,4,0,17,4,0.0,March
692985,2023-03-17,0,2,17,-2,inf,March
487931,2023-03-17,0,2,17,-2,inf,March
901144,2023-03-17,3,0,17,3,0.0,March
53833,2023-03-17,4,0,17,4,0.0,March
490602,2023-03-17,4,0,17,4,0.0,March
131136,2023-03-17,0,2,17,-2,inf,March
287070,2023-03-17,1,0,17,1,0.0,March
317242,2023-03-17,3,0,17,3,0.0,March
644847,2023-03-17,0,2,17,-2,inf,March
461804,2023-03-17,3,0,17,3,0.0,March
94225,2023-03-17,0,2,17,-2,inf,March
820541,2023-03-17,3,0,17,3,0.0,March
91670,2023-03-17,3,2,17,1,66.66666666666666,March
336847,2023-03-17,0,2,17,-2,inf,March
144124,2023-03-17,3,2,17,1,66.66666666666666,March
677542,2023-03-17,1,0,17,1,0.0,March
604184,2023-03-17,1,0,17,1,0.0,March
894539,2023-03-17,0,2,17,-2,inf,March
968887,2023-03-17,4,0,17,4,0.0,March
739448,2023-03-17,0,2,17,-2,inf,March
700048,2023-03-17,3,2,17,1,66.66666666666666,March
473647,2023-03-17,3,0,17,3,0.0,March
753354,2023-03-17,3,0,17,3,0.0,March
490939,2023-03-17,4,0,17,4,0.0,March
803607,2023-03-17,0,2,17,-2,inf,March
799688,2023-03-17,0,2,17,-2,inf,March
684939,2023-03-17,0,2,17,-2,inf,March
615545,2023-03-17,0,2,17,-2,inf,March
366066,2023-03-17,0,2,17,-2,inf,March
970529,2023-03-17,3,2,17,1,66.66666666666666,March
820973,2023-03-17,0,2,17,-2,inf,March
433521,2023-03-17,3,2,17,1,66.66666666666666,March
927651,2023-03-17,3,0,17,3,0.0,March
930284,2023-03-17,0,2,17,-2,inf,March
432617,2023-03-17,0,2,17,-2,inf,March
942001,2023-03-17,3,2,17,1,66.66666666666666,March
585299,2023-03-17,3,0,17,3,0.0,March
52729,2023-03-17,4,0,17,4,0.0,March
661577,2023-03-17,3,0,17,3,0.0,March
951463,2023-03-17,4,0,17,4,0.0,March
243235,2023-03-17,3,2,17,1,66.66666666666666,March
564692,2023-03-17,4,0,17,4,0.0,March
131748,2023-03-17,4,0,17,4,0.0,March
186168,2023-03-17,0,2,17,-2,inf,March
537274,2023-03-17,0,2,17,-2,inf,March
913428,2023-03-17,4,0,17,4,0.0,March
726958,2023-03-17,3,0,17,3,0.0,March
613942,2023-03-17,0,2,17,-2,inf,March
784673,2023-03-17,0,2,17,-2,inf,March
425341,2023-03-17,1,0,17,1,0.0,March
760828,2023-03-17,0,2,17,-2,inf,March
677169,2023-03-17,4,0,17,4,0.0,March
557908,2023-03-17,0,2,17,-2,inf,March
566052,2023-03-17,0,2,17,-2,inf,March
137909,2023-03-17,0,2,17,-2,inf,March
799459,2023-03-17,0,2,17,-2,inf,March
992178,2023-03-17,0,2,17,-2,inf,March
26060,2023-03-17,3,0,17,3,0.0,March
237083,2023-03-17,4,0,17,4,0.0,March
240179,2023-03-17,0,2,17,-2,inf,March
153019,2023-03-18,0,2,18,-2,inf,March
669378,2023-03-18,3,0,18,3,0.0,March
890623,2023-03-18,4,0,18,4,0.0,March
516376,2023-03-18,0,2,18,-2,inf,March
34186,2023-03-18,0,2,18,-2,inf,March
196719,2023-03-18,0,2,18,-2,inf,March
818990,2023-03-18,1,0,18,1,0.0,March
349294,2023-03-18,3,2,18,1,66.66666666666666,March
284460,2023-03-18,0,2,18,-2,inf,March
552883,2023-03-18,4,0,18,4,0.0,March
952124,2023-03-18,0,2,18,-2,inf,March
555121,2023-03-18,3,0,18,3,0.0,March
217710,2023-03-18,0,2,18,-2,inf,March
89084,2023-03-18,4,2,18,2,50.0,March
891833,2023-03-18,0,2,18,-2,inf,March
741341,2023-03-18,0,2,18,-2,inf,March
329351,2023-03-18,3,0,18,3,0.0,March
324809,2023-03-18,4,0,18,4,0.0,March
337168,2023-03-18,4,2,18,2,50.0,March
659290,2023-03-18,3,0,18,3,0.0,March
883013,2023-03-18,3,0,18,3,0.0,March
455083,2023-03-18,4,0,18,4,0.0,March
183929,2023-03-18,0,2,18,-2,inf,March
578097,2023-03-18,0,2,18,-2,inf,March
949818,2023-03-18,3,0,18,3,0.0,March
690565,2023-03-18,0,2,18,-2,inf,March
361361,2023-03-18,3,0,18,3,0.0,March
378230,2023-03-18,3,0,18,3,0.0,March
658389,2023-03-18,0,2,18,-2,inf,March
762527,2023-03-18,1,0,18,1,0.0,March
952168,2023-03-18,0,2,18,-2,inf,March
587420,2023-03-18,4,0,18,4,0.0,March
491521,2023-03-18,1,0,18,1,0.0,March
914071,2023-03-18,4,0,18,4,0.0,March
567671,2023-03-18,3,0,18,3,0.0,March
319388,2023-03-18,0,2,18,-2,inf,March
681063,2023-03-18,0,2,18,-2,inf,March
679321,2023-03-18,0,2,18,-2,inf,March
378287,2023-03-18,4,0,18,4,0.0,March
118820,2023-03-18,3,0,18,3,0.0,March
667163,2023-03-18,4,0,18,4,0.0,March
228286,2023-03-18,1,2,18,-1,200.0,March
890232,2023-03-18,0,2,18,-2,inf,March
365132,2023-03-18,3,2,18,1,66.66666666666666,March
689769,2023-03-18,4,0,18,4,0.0,March
305754,2023-03-18,3,0,18,3,0.0,March
33955,2023-03-18,0,2,18,-2,inf,March
623234,2023-03-18,3,0,18,3,0.0,March
652118,2023-03-18,0,2,18,-2,inf,March
187399,2023-03-18,0,2,18,-2,inf,March
621677,2023-03-18,0,2,18,-2,inf,March
272170,2023-03-18,3,2,18,1,66.66666666666666,March
487931,2023-03-18,4,0,18,4,0.0,March
901144,2023-03-18,4,0,18,4,0.0,March
945635,2023-03-18,3,0,18,3,0.0,March
760684,2023-03-18,0,2,18,-2,inf,March
354409,2023-03-18,0,2,18,-2,inf,March
490602,2023-03-18,3,0,18,3,0.0,March
131136,2023-03-18,4,0,18,4,0.0,March
679865,2023-03-18,0,2,18,-2,inf,March
317242,2023-03-18,3,0,18,3,0.0,March
644847,2023-03-18,0,2,18,-2,inf,March
993331,2023-03-18,1,2,18,-1,200.0,March
807452,2023-03-18,4,2,18,2,50.0,March
36412,2023-03-18,4,0,18,4,0.0,March
94225,2023-03-18,4,0,18,4,0.0,March
18035,2023-03-18,0,2,18,-2,inf,March
435929,2023-03-18,4,0,18,4,0.0,March
552496,2023-03-18,4,0,18,4,0.0,March
455755,2023-03-18,0,2,18,-2,inf,March
91670,2023-03-18,0,2,18,-2,inf,March
144124,2023-03-18,3,0,18,3,0.0,March
747801,2023-03-18,0,2,18,-2,inf,March
677542,2023-03-18,1,0,18,1,0.0,March
697683,2023-03-18,3,0,18,3,0.0,March
894539,2023-03-18,3,0,18,3,0.0,March
739448,2023-03-18,0,2,18,-2,inf,March
448752,2023-03-18,0,2,18,-2,inf,March
365133,2023-03-18,4,2,18,2,50.0,March
133542,2023-03-18,0,2,18,-2,inf,March
767398,2023-03-18,3,0,18,3,0.0,March
473647,2023-03-18,1,0,18,1,0.0,March
647462,2023-03-18,3,2,18,1,66.66666666666666,March
803607,2023-03-18,3,0,18,3,0.0,March
859361,2023-03-18,3,0,18,3,0.0,March
219598,2023-03-18,0,2,18,-2,inf,March
600767,2023-03-18,4,0,18,4,0.0,March
784827,2023-03-18,3,0,18,3,0.0,March
6405,2023-03-18,3,0,18,3,0.0,March
853932,2023-03-18,0,2,18,-2,inf,March
820973,2023-03-18,3,0,18,3,0.0,March
367391,2023-03-18,3,0,18,3,0.0,March
927651,2023-03-18,3,0,18,3,0.0,March
930284,2023-03-18,3,0,18,3,0.0,March
4452,2023-03-18,0,2,18,-2,inf,March
82484,2023-03-18,3,0,18,3,0.0,March
57405,2023-03-18,0,2,18,-2,inf,March
707935,2023-03-18,3,2,18,1,66.66666666666666,March
52729,2023-03-18,3,0,18,3,0.0,March
661577,2023-03-18,3,2,18,1,66.66666666666666,March
564692,2023-03-18,4,0,18,4,0.0,March
256783,2023-03-18,3,0,18,3,0.0,March
186168,2023-03-18,0,2,18,-2,inf,March
537274,2023-03-18,1,2,18,-1,200.0,March
913428,2023-03-18,4,0,18,4,0.0,March
757274,2023-03-18,3,0,18,3,0.0,March
726958,2023-03-18,0,2,18,-2,inf,March
613942,2023-03-18,1,0,18,1,0.0,March
784673,2023-03-18,0,2,18,-2,inf,March
723678,2023-03-18,1,0,18,1,0.0,March
677169,2023-03-18,3,2,18,1,66.66666666666666,March
706112,2023-03-18,3,0,18,3,0.0,March
557908,2023-03-18,4,0,18,4,0.0,March
587645,2023-03-18,0,2,18,-2,inf,March
837480,2023-03-18,4,2,18,2,50.0,March
566052,2023-03-18,4,0,18,4,0.0,March
137909,2023-03-18,4,2,18,2,50.0,March
264803,2023-03-18,3,0,18,3,0.0,March
851978,2023-03-18,3,2,18,1,66.66666666666666,March
33797,2023-03-18,0,2,18,-2,inf,March
123983,2023-03-18,3,2,18,1,66.66666666666666,March
237083,2023-03-18,0,2,18,-2,inf,March
679284,2023-03-18,3,2,18,1,66.66666666666666,March
240179,2023-03-18,3,0,18,3,0.0,March
673058,2023-03-18,3,0,18,3,0.0,March
965755,2023-03-19,0,2,19,-2,inf,March
516376,2023-03-19,1,2,19,-1,200.0,March
39154,2023-03-19,4,0,19,4,0.0,March
34186,2023-03-19,0,2,19,-2,inf,March
196719,2023-03-19,0,2,19,-2,inf,March
478531,2023-03-19,3,2,19,1,66.66666666666666,March
812607,2023-03-19,4,2,19,2,50.0,March
14145,2023-03-19,0,2,19,-2,inf,March
871592,2023-03-19,4,0,19,4,0.0,March
284460,2023-03-19,0,2,19,-2,inf,March
70969,2023-03-19,3,0,19,3,0.0,March
952124,2023-03-19,0,2,19,-2,inf,March
397973,2023-03-19,3,0,19,3,0.0,March
462526,2023-03-19,4,0,19,4,0.0,March
217710,2023-03-19,4,0,19,4,0.0,March
89084,2023-03-19,3,0,19,3,0.0,March
888807,2023-03-19,4,0,19,4,0.0,March
15314,2023-03-19,0,2,19,-2,inf,March
891833,2023-03-19,1,2,19,-1,200.0,March
500739,2023-03-19,4,0,19,4,0.0,March
798639,2023-03-19,3,0,19,3,0.0,March
329351,2023-03-19,3,2,19,1,66.66666666666666,March
659290,2023-03-19,3,0,19,3,0.0,March
883013,2023-03-19,3,2,19,1,66.66666666666666,March
592784,2023-03-19,4,0,19,4,0.0,March
578097,2023-03-19,0,2,19,-2,inf,March
487065,2023-03-19,4,0,19,4,0.0,March
734789,2023-03-19,4,2,19,2,50.0,March
949818,2023-03-19,1,0,19,1,0.0,March
690565,2023-03-19,1,0,19,1,0.0,March
291238,2023-03-19,0,2,19,-2,inf,March
313754,2023-03-19,0,2,19,-2,inf,March
378230,2023-03-19,4,0,19,4,0.0,March
658389,2023-03-19,3,0,19,3,0.0,March
952168,2023-03-19,0,2,19,-2,inf,March
602241,2023-03-19,0,2,19,-2,inf,March
491521,2023-03-19,3,0,19,3,0.0,March
914071,2023-03-19,0,2,19,-2,inf,March
481843,2023-03-19,3,0,19,3,0.0,March
681063,2023-03-19,0,2,19,-2,inf,March
679321,2023-03-19,0,2,19,-2,inf,March
378287,2023-03-19,0,2,19,-2,inf,March
118820,2023-03-19,4,0,19,4,0.0,March
667163,2023-03-19,0,2,19,-2,inf,March
712003,2023-03-19,3,0,19,3,0.0,March
513199,2023-03-19,0,2,19,-2,inf,March
532965,2023-03-19,0,2,19,-2,inf,March
365132,2023-03-19,0,2,19,-2,inf,March
689769,2023-03-19,0,2,19,-2,inf,March
969851,2023-03-19,4,2,19,2,50.0,March
398340,2023-03-19,0,2,19,-2,inf,March
491314,2023-03-19,0,2,19,-2,inf,March
33955,2023-03-19,0,2,19,-2,inf,March
954722,2023-03-19,3,0,19,3,0.0,March
606256,2023-03-19,0,2,19,-2,inf,March
925482,2023-03-19,3,0,19,3,0.0,March
306177,2023-03-19,1,2,19,-1,200.0,March
272170,2023-03-19,3,0,19,3,0.0,March
692985,2023-03-19,0,2,19,-2,inf,March
487931,2023-03-19,4,0,19,4,0.0,March
53833,2023-03-19,3,2,19,1,66.66666666666666,March
903336,2023-03-19,1,0,19,1,0.0,March
945635,2023-03-19,3,0,19,3,0.0,March
490602,2023-03-19,0,2,19,-2,inf,March
131136,2023-03-19,3,0,19,3,0.0,March
317242,2023-03-19,0,2,19,-2,inf,March
807452,2023-03-19,4,0,19,4,0.0,March
461804,2023-03-19,4,0,19,4,0.0,March
36412,2023-03-19,0,2,19,-2,inf,March
704868,2023-03-19,4,2,19,2,50.0,March
18035,2023-03-19,4,0,19,4,0.0,March
435929,2023-03-19,0,2,19,-2,inf,March
91670,2023-03-19,0,2,19,-2,inf,March
336847,2023-03-19,3,2,19,1,66.66666666666666,March
144124,2023-03-19,4,0,19,4,0.0,March
677542,2023-03-19,3,0,19,3,0.0,March
604184,2023-03-19,3,0,19,3,0.0,March
697683,2023-03-19,1,0,19,1,0.0,March
739534,2023-03-19,4,2,19,2,50.0,March
700048,2023-03-19,0,2,19,-2,inf,March
448752,2023-03-19,0,2,19,-2,inf,March
365133,2023-03-19,3,2,19,1,66.66666666666666,March
133542,2023-03-19,1,0,19,1,0.0,March
767398,2023-03-19,3,0,19,3,0.0,March
9436,2023-03-19,3,0,19,3,0.0,March
112390,2023-03-19,3,0,19,3,0.0,March
647462,2023-03-19,3,0,19,3,0.0,March
34200,2023-03-19,3,0,19,3,0.0,March
753354,2023-03-19,0,2,19,-2,inf,March
490939,2023-03-19,0,2,19,-2,inf,March
799688,2023-03-19,0,2,19,-2,inf,March
684939,2023-03-19,4,2,19,2,50.0,March
219598,2023-03-19,4,0,19,4,0.0,March
140154,2023-03-19,3,0,19,3,0.0,March
449106,2023-03-19,3,0,19,3,0.0,March
615545,2023-03-19,3,0,19,3,0.0,March
366066,2023-03-19,0,2,19,-2,inf,March
6405,2023-03-19,3,2,19,1,66.66666666666666,March
853932,2023-03-19,3,0,19,3,0.0,March
51036,2023-03-19,4,0,19,4,0.0,March
367391,2023-03-19,3,0,19,3,0.0,March
927651,2023-03-19,3,0,19,3,0.0,March
4452,2023-03-19,0,2,19,-2,inf,March
440875,2023-03-19,0,2,19,-2,inf,March
953175,2023-03-19,3,0,19,3,0.0,March
707935,2023-03-19,3,0,19,3,0.0,March
52729,2023-03-19,3,0,19,3,0.0,March
661577,2023-03-19,3,0,19,3,0.0,March
951463,2023-03-19,0,2,19,-2,inf,March
564692,2023-03-19,3,0,19,3,0.0,March
256783,2023-03-19,0,2,19,-2,inf,March
537274,2023-03-19,3,0,19,3,0.0,March
525531,2023-03-19,4,0,19,4,0.0,March
913428,2023-03-19,3,2,19,1,66.66666666666666,March
757274,2023-03-19,1,0,19,1,0.0,March
642612,2023-03-19,0,2,19,-2,inf,March
613942,2023-03-19,0,2,19,-2,inf,March
425341,2023-03-19,0,2,19,-2,inf,March
677169,2023-03-19,1,2,19,-1,200.0,March
557908,2023-03-19,4,0,19,4,0.0,March
799459,2023-03-19,0,2,19,-2,inf,March
56589,2023-03-19,4,0,19,4,0.0,March
26060,2023-03-19,3,0,19,3,0.0,March
33797,2023-03-19,4,2,19,2,50.0,March
123983,2023-03-19,4,2,19,2,50.0,March
237083,2023-03-19,3,0,19,3,0.0,March
444361,2023-03-19,4,0,19,4,0.0,March
679284,2023-03-19,4,2,19,2,50.0,March
240179,2023-03-19,1,0,19,1,0.0,March
114414,2023-03-19,3,2,19,1,66.66666666666666,March
153019,2023-03-20,3,0,20,3,0.0,March
11422,2023-03-20,4,2,20,2,50.0,March
848226,2023-03-20,4,0,20,4,0.0,March
222892,2023-03-20,4,0,20,4,0.0,March
516376,2023-03-20,4,0,20,4,0.0,March
39154,2023-03-20,1,0,20,1,0.0,March
478531,2023-03-20,0,2,20,-2,inf,March
812607,2023-03-20,3,0,20,3,0.0,March
14145,2023-03-20,3,0,20,3,0.0,March
654297,2023-03-20,4,2,20,2,50.0,March
70969,2023-03-20,4,2,20,2,50.0,March
952124,2023-03-20,0,2,20,-2,inf,March
818522,2023-03-20,0,2,20,-2,inf,March
376447,2023-03-20,0,2,20,-2,inf,March
89084,2023-03-20,1,0,20,1,0.0,March
136533,2023-03-20,1,2,20,-1,200.0,March
714999,2023-03-20,0,2,20,-2,inf,March
880510,2023-03-20,0,2,20,-2,inf,March
257719,2023-03-20,3,2,20,1,66.66666666666666,March
500633,2023-03-20,4,0,20,4,0.0,March
799952,2023-03-20,0,2,20,-2,inf,March
798639,2023-03-20,0,2,20,-2,inf,March
337168,2023-03-20,4,0,20,4,0.0,March
659290,2023-03-20,3,0,20,3,0.0,March
578097,2023-03-20,1,0,20,1,0.0,March
487065,2023-03-20,3,0,20,3,0.0,March
949818,2023-03-20,0,2,20,-2,inf,March
291238,2023-03-20,4,0,20,4,0.0,March
654623,2023-03-20,1,2,20,-1,200.0,March
313754,2023-03-20,4,2,20,2,50.0,March
658389,2023-03-20,4,0,20,4,0.0,March
990993,2023-03-20,1,0,20,1,0.0,March
762527,2023-03-20,1,0,20,1,0.0,March
542300,2023-03-20,0,2,20,-2,inf,March
602241,2023-03-20,0,2,20,-2,inf,March
491521,2023-03-20,3,0,20,3,0.0,March
991434,2023-03-20,0,2,20,-2,inf,March
171602,2023-03-20,0,2,20,-2,inf,March
60619,2023-03-20,0,2,20,-2,inf,March
378287,2023-03-20,4,2,20,2,50.0,March
712003,2023-03-20,4,0,20,4,0.0,March
513199,2023-03-20,3,0,20,3,0.0,March
962054,2023-03-20,3,2,20,1,66.66666666666666,March
378676,2023-03-20,3,2,20,1,66.66666666666666,March
890232,2023-03-20,0,2,20,-2,inf,March
532965,2023-03-20,4,0,20,4,0.0,March
365132,2023-03-20,3,0,20,3,0.0,March
398340,2023-03-20,0,2,20,-2,inf,March
491314,2023-03-20,4,0,20,4,0.0,March
470449,2023-03-20,0,2,20,-2,inf,March
954722,2023-03-20,4,0,20,4,0.0,March
131937,2023-03-20,0,2,20,-2,inf,March
652118,2023-03-20,1,0,20,1,0.0,March
925482,2023-03-20,0,2,20,-2,inf,March
306177,2023-03-20,0,2,20,-2,inf,March
272170,2023-03-20,3,0,20,3,0.0,March
901144,2023-03-20,0,2,20,-2,inf,March
876139,2023-03-20,3,0,20,3,0.0,March
903336,2023-03-20,0,2,20,-2,inf,March
120532,2023-03-20,1,2,20,-1,200.0,March
945635,2023-03-20,0,2,20,-2,inf,March
760684,2023-03-20,1,0,20,1,0.0,March
354409,2023-03-20,0,2,20,-2,inf,March
490602,2023-03-20,1,0,20,1,0.0,March
131136,2023-03-20,0,2,20,-2,inf,March
644847,2023-03-20,4,0,20,4,0.0,March
327290,2023-03-20,3,0,20,3,0.0,March
993331,2023-03-20,3,0,20,3,0.0,March
807452,2023-03-20,0,2,20,-2,inf,March
704868,2023-03-20,0,2,20,-2,inf,March
18035,2023-03-20,4,0,20,4,0.0,March
455755,2023-03-20,3,2,20,1,66.66666666666666,March
144124,2023-03-20,0,2,20,-2,inf,March
589812,2023-03-20,0,2,20,-2,inf,March
677542,2023-03-20,3,2,20,1,66.66666666666666,March
604184,2023-03-20,0,2,20,-2,inf,March
697683,2023-03-20,3,0,20,3,0.0,March
448752,2023-03-20,3,2,20,1,66.66666666666666,March
133542,2023-03-20,0,2,20,-2,inf,March
863930,2023-03-20,1,2,20,-1,200.0,March
9436,2023-03-20,1,2,20,-1,200.0,March
647462,2023-03-20,0,2,20,-2,inf,March
753354,2023-03-20,3,0,20,3,0.0,March
803607,2023-03-20,4,0,20,4,0.0,March
124290,2023-03-20,0,2,20,-2,inf,March
140489,2023-03-20,0,2,20,-2,inf,March
859361,2023-03-20,0,2,20,-2,inf,March
492958,2023-03-20,0,2,20,-2,inf,March
684939,2023-03-20,1,0,20,1,0.0,March
140154,2023-03-20,1,2,20,-1,200.0,March
449106,2023-03-20,3,0,20,3,0.0,March
6405,2023-03-20,0,2,20,-2,inf,March
51036,2023-03-20,0,2,20,-2,inf,March
820973,2023-03-20,3,0,20,3,0.0,March
433521,2023-03-20,0,2,20,-2,inf,March
927651,2023-03-20,3,0,20,3,0.0,March
57405,2023-03-20,0,2,20,-2,inf,March
707935,2023-03-20,3,0,20,3,0.0,March
942001,2023-03-20,3,2,20,1,66.66666666666666,March
585299,2023-03-20,3,0,20,3,0.0,March
120385,2023-03-20,3,0,20,3,0.0,March
52729,2023-03-20,4,0,20,4,0.0,March
661577,2023-03-20,4,0,20,4,0.0,March
373536,2023-03-20,0,2,20,-2,inf,March
243235,2023-03-20,3,0,20,3,0.0,March
186168,2023-03-20,4,0,20,4,0.0,March
537274,2023-03-20,4,0,20,4,0.0,March
525531,2023-03-20,4,0,20,4,0.0,March
757274,2023-03-20,3,0,20,3,0.0,March
771228,2023-03-20,0,2,20,-2,inf,March
760828,2023-03-20,3,2,20,1,66.66666666666666,March
723678,2023-03-20,3,0,20,3,0.0,March
451812,2023-03-20,1,0,20,1,0.0,March
274207,2023-03-20,4,2,20,2,50.0,March
706112,2023-03-20,3,2,20,1,66.66666666666666,March
587645,2023-03-20,0,2,20,-2,inf,March
566052,2023-03-20,4,0,20,4,0.0,March
851978,2023-03-20,4,0,20,4,0.0,March
992178,2023-03-20,3,0,20,3,0.0,March
56589,2023-03-20,0,2,20,-2,inf,March
26060,2023-03-20,3,0,20,3,0.0,March
123983,2023-03-20,0,2,20,-2,inf,March
444361,2023-03-20,0,2,20,-2,inf,March
679284,2023-03-20,3,0,20,3,0.0,March
673058,2023-03-20,0,2,20,-2,inf,March
153019,2023-03-21,0,2,21,-2,inf,March
11422,2023-03-21,4,0,21,4,0.0,March
516376,2023-03-21,4,0,21,4,0.0,March
34186,2023-03-21,0,2,21,-2,inf,March
196719,2023-03-21,0,2,21,-2,inf,March
478531,2023-03-21,0,2,21,-2,inf,March
818990,2023-03-21,3,0,21,3,0.0,March
349294,2023-03-21,0,2,21,-2,inf,March
847349,2023-03-21,0,2,21,-2,inf,March
284460,2023-03-21,3,0,21,3,0.0,March
473929,2023-03-21,0,2,21,-2,inf,March
77308,2023-03-21,3,2,21,1,66.66666666666666,March
70969,2023-03-21,3,0,21,3,0.0,March
952124,2023-03-21,0,2,21,-2,inf,March
555121,2023-03-21,1,2,21,-1,200.0,March
818522,2023-03-21,4,2,21,2,50.0,March
217710,2023-03-21,0,2,21,-2,inf,March
146840,2023-03-21,3,2,21,1,66.66666666666666,March
89084,2023-03-21,1,0,21,1,0.0,March
136533,2023-03-21,0,2,21,-2,inf,March
257719,2023-03-21,0,2,21,-2,inf,March
891833,2023-03-21,3,0,21,3,0.0,March
500739,2023-03-21,0,2,21,-2,inf,March
839170,2023-03-21,3,0,21,3,0.0,March
183929,2023-03-21,0,2,21,-2,inf,March
734789,2023-03-21,3,0,21,3,0.0,March
949818,2023-03-21,0,2,21,-2,inf,March
361361,2023-03-21,0,2,21,-2,inf,March
291238,2023-03-21,3,2,21,1,66.66666666666666,March
654623,2023-03-21,0,2,21,-2,inf,March
313754,2023-03-21,4,2,21,2,50.0,March
658389,2023-03-21,3,0,21,3,0.0,March
990993,2023-03-21,0,2,21,-2,inf,March
602241,2023-03-21,4,0,21,4,0.0,March
491521,2023-03-21,1,0,21,1,0.0,March
567671,2023-03-21,0,2,21,-2,inf,March
962591,2023-03-21,0,2,21,-2,inf,March
107548,2023-03-21,0,2,21,-2,inf,March
328457,2023-03-21,0,2,21,-2,inf,March
681063,2023-03-21,3,0,21,3,0.0,March
378287,2023-03-21,0,2,21,-2,inf,March
118820,2023-03-21,0,2,21,-2,inf,March
712307,2023-03-21,0,2,21,-2,inf,March
378676,2023-03-21,0,2,21,-2,inf,March
365132,2023-03-21,0,2,21,-2,inf,March
689769,2023-03-21,3,0,21,3,0.0,March
969851,2023-03-21,0,2,21,-2,inf,March
305754,2023-03-21,4,0,21,4,0.0,March
33955,2023-03-21,3,2,21,1,66.66666666666666,March
954722,2023-03-21,4,0,21,4,0.0,March
131937,2023-03-21,0,2,21,-2,inf,March
606256,2023-03-21,3,0,21,3,0.0,March
611575,2023-03-21,4,2,21,2,50.0,March
272170,2023-03-21,0,2,21,-2,inf,March
692985,2023-03-21,0,2,21,-2,inf,March
901144,2023-03-21,0,2,21,-2,inf,March
53833,2023-03-21,3,0,21,3,0.0,March
876139,2023-03-21,1,0,21,1,0.0,March
903336,2023-03-21,4,0,21,4,0.0,March
120532,2023-03-21,3,2,21,1,66.66666666666666,March
945635,2023-03-21,3,2,21,1,66.66666666666666,March
937542,2023-03-21,1,2,21,-1,200.0,March
490602,2023-03-21,3,0,21,3,0.0,March
287070,2023-03-21,1,0,21,1,0.0,March
679865,2023-03-21,0,2,21,-2,inf,March
327290,2023-03-21,0,2,21,-2,inf,March
451933,2023-03-21,4,0,21,4,0.0,March
461804,2023-03-21,3,0,21,3,0.0,March
94225,2023-03-21,3,2,21,1,66.66666666666666,March
704868,2023-03-21,4,2,21,2,50.0,March
435929,2023-03-21,4,2,21,2,50.0,March
820541,2023-03-21,4,0,21,4,0.0,March
336847,2023-03-21,3,2,21,1,66.66666666666666,March
747801,2023-03-21,1,0,21,1,0.0,March
677542,2023-03-21,3,0,21,3,0.0,March
604184,2023-03-21,3,0,21,3,0.0,March
697683,2023-03-21,1,2,21,-1,200.0,March
894539,2023-03-21,0,2,21,-2,inf,March
