order_id,order_date,customer_id,product_id,category,quantity,total_sales,payment_method,delivery_status,Year,Month,Day
964822979,2024-07-13 10:38:00,88520326,455755,Household Care,2,88.18,Wallet,On Time,2024,July,13
6037899648,2024-03-27 17:44:43,22738465,669378,Fruits & Vegetables,1,212.14,Cash,On Time,2024,March,27
9347571484,2024-11-02 17:15:15,29562072,112390,Personal Care,2,1755.96,Card,Slightly Delayed,2024,November,2
3286177534,2023-06-24 23:52:15,10225164,891833,Dairy & Breakfast,1,493.19,Wallet,On Time,2023,June,24
9073572548,2023-05-02 23:13:42,97111069,60619,Cold Drinks & Juices,1,726.41,Card,Significantly Delayed,2023,May,2
8395583761,2024-08-04 23:35:44,1989720,561860,Cold Drinks & Juices,3,2624.34,UPI,On Time,2024,August,4
6355378227,2023-08-11 16:52:36,67092149,993331,Grocery & Staples,1,102.44,UPI,On Time,2023,August,11
277376321,2024-07-28 04:25:12,89784343,94225,Household Care,3,231.32999999999998,Wallet,On Time,2024,July,28
8559748526,2023-04-05 18:07:19,45868300,552496,Household Care,1,508.0,Wallet,On Time,2023,April,5
1458051433,2024-04-26 09:14:56,50760752,57405,Baby Care,3,1823.0099999999998,UPI,On Time,2024,April,26
5838302640,2023-05-12 05:46:25,96795047,240179,Pharmacy,3,271.68,UPI,Slightly Delayed,2023,May,12
1380971977,2024-06-02 13:04:55,16561710,602241,Snacks & Munchies,3,2929.6499999999996,Cash,On Time,2024,June,2
1221099013,2023-07-23 10:45:59,35156679,131937,Instant & Frozen Food,1,287.81,Wallet,On Time,2023,July,23
6771166303,2023-07-24 04:21:07,87718744,677542,Household Care,3,637.83,Wallet,Slightly Delayed,2023,July,24
7111337755,2023-05-06 05:52:44,10524732,888807,Dairy & Breakfast,3,691.74,Cash,On Time,2023,May,6
5562922993,2023-12-06 02:04:19,62416456,540618,Snacks & Munchies,1,317.05,Wallet,On Time,2023,December,6
5630957897,2024-06-18 07:17:42,69925688,876139,Grocery & Staples,2,831.5,Wallet,On Time,2024,June,18
1787380558,2023-11-08 17:24:58,5140660,444361,Pharmacy,3,2467.89,Cash,On Time,2023,November,8
32613017,2023-03-17 00:20:41,82594354,451812,Pharmacy,1,530.85,Card,On Time,2023,March,17
2039041670,2024-11-01 09:45:47,88324928,287070,Grocery & Staples,1,443.17,Wallet,Slightly Delayed,2024,November,1
210693801,2024-08-21 03:59:25,71235336,432617,Baby Care,3,2589.54,UPI,On Time,2024,August,21
8120002258,2024-01-01 00:05:08,57833505,131937,Instant & Frozen Food,1,287.81,Card,On Time,2024,January,1
2177917034,2024-02-08 20:03:51,12402437,144124,Household Care,2,325.34,Card,Slightly Delayed,2024,February,8
4254814926,2024-04-21 06:14:58,59890331,324809,Dairy & Breakfast,1,608.0,Wallet,On Time,2024,April,21
6074172790,2023-07-26 02:15:37,14944819,888807,Dairy & Breakfast,2,461.16,Wallet,On Time,2023,July,26
3381573131,2024-07-16 00:33:21,67386193,684939,Personal Care,1,727.95,Cash,On Time,2024,July,16
3773745777,2024-05-02 14:40:25,67701771,734789,Snacks & Munchies,1,395.82,Card,On Time,2024,May,2
9251939156,2023-12-30 12:39:53,89910157,876139,Grocery & Staples,3,1247.25,Cash,Slightly Delayed,2023,December,30
3872982303,2024-02-03 01:04:33,15484407,56589,Pharmacy,2,1035.54,Wallet,On Time,2024,February,3
2625987757,2023-08-01 07:42:43,10769994,890232,Cold Drinks & Juices,1,432.0,UPI,On Time,2023,August,1
3162249401,2024-05-03 13:21:58,85519349,432617,Baby Care,1,863.18,Cash,On Time,2024,May,3
3108986741,2023-10-17 19:29:19,49241309,687218,Cold Drinks & Juices,3,953.46,Wallet,On Time,2023,October,17
1851474741,2023-11-01 13:29:17,23348269,970529,Baby Care,3,2482.32,Card,Slightly Delayed,2023,November,1
2425099132,2023-08-15 01:15:08,85016568,604184,Household Care,2,795.1,Wallet,On Time,2023,August,15
6706793332,2024-10-09 21:50:33,6247821,615545,Personal Care,2,896.32,UPI,Slightly Delayed,2024,October,9
2149289255,2024-11-01 15:00:29,57579640,567671,Snacks & Munchies,3,1255.44,Cash,Significantly Delayed,2024,November,1
1971008155,2023-10-23 22:23:41,2457734,222892,Fruits & Vegetables,1,869.22,Cash,On Time,2023,October,23
2087093460,2024-07-11 11:31:57,59329145,34186,Fruits & Vegetables,2,1851.3,Card,On Time,2024,July,11
2116712588,2023-11-11 20:33:38,24043135,891833,Dairy & Breakfast,1,493.19,Wallet,On Time,2023,November,11
6054358790,2024-01-26 10:11:06,59216664,532965,Instant & Frozen Food,1,307.23,Wallet,On Time,2024,January,26
532660797,2024-05-20 06:25:18,41008070,962054,Cold Drinks & Juices,2,33.72,UPI,Slightly Delayed,2024,May,20
1491991005,2024-03-04 08:49:03,52215833,33955,Instant & Frozen Food,1,186.08,Wallet,On Time,2024,March,4
4136019599,2024-03-23 18:38:14,74179536,644847,Grocery & Staples,3,1868.4299999999998,Wallet,On Time,2024,March,23
2122832513,2024-02-17 19:48:14,55028958,954722,Instant & Frozen Food,1,616.45,UPI,Significantly Delayed,2024,February,17
3717703595,2023-04-24 21:33:02,88965399,500633,Dairy & Breakfast,3,463.5,Card,On Time,2023,April,24
3194733693,2023-07-05 10:13:13,21866852,240179,Pharmacy,2,181.12,UPI,Slightly Delayed,2023,July,5
4471162437,2024-02-06 12:38:50,27971619,820973,Baby Care,1,114.52,Card,On Time,2024,February,6
1609331948,2024-01-04 14:06:21,8791577,490602,Grocery & Staples,3,1648.41,UPI,On Time,2024,January,4
6920030794,2024-06-24 02:37:36,70372270,256783,Pet Care,2,1813.08,UPI,On Time,2024,June,24
5127172657,2024-06-11 18:11:31,32293017,913428,Pet Care,2,784.44,Cash,Significantly Delayed,2024,June,11
8607115856,2023-10-09 04:42:34,15931134,324809,Dairy & Breakfast,1,608.0,UPI,On Time,2023,October,9
7154957395,2023-04-09 10:10:33,60700850,516376,Fruits & Vegetables,1,877.43,Wallet,On Time,2023,April,9
2070762702,2023-10-04 10:20:55,34761418,566052,Pharmacy,3,261.9,Cash,Slightly Delayed,2023,October,4
3697242439,2024-10-15 12:30:13,99361865,897083,Household Care,2,1945.38,Cash,On Time,2024,October,15
3063427913,2023-09-21 02:17:46,75984768,799952,Dairy & Breakfast,2,1845.28,Card,On Time,2023,September,21
2060061337,2023-04-15 22:56:08,29272253,690565,Snacks & Munchies,1,951.27,Wallet,Slightly Delayed,2023,April,15
4625892678,2023-06-18 19:23:45,80371626,317242,Grocery & Staples,1,198.15,Wallet,On Time,2023,June,18
6045698170,2024-01-24 17:03:49,666589,965755,Fruits & Vegetables,3,1597.71,UPI,On Time,2024,January,24
7876289647,2024-08-07 07:55:29,98858383,863930,Personal Care,1,242.57,UPI,Slightly Delayed,2024,August,7
3434084714,2024-02-02 02:54:20,46836361,264803,Pharmacy,2,1991.96,Cash,On Time,2024,February,2
9031695663,2024-01-17 01:23:06,94730288,697683,Household Care,1,123.74,Card,Slightly Delayed,2024,January,17
1955989715,2023-12-27 06:52:23,77862447,679284,Pharmacy,1,877.89,Wallet,On Time,2023,December,27
3459500455,2023-12-18 00:37:55,16379942,992178,Pharmacy,1,632.43,UPI,On Time,2023,December,18
5953376503,2024-05-25 03:53:54,79169760,300159,Cold Drinks & Juices,1,44.35,Wallet,Significantly Delayed,2024,May,25
121874867,2023-03-28 00:53:55,94529626,952124,Fruits & Vegetables,3,381.24,UPI,On Time,2023,March,28
2460545397,2024-10-27 11:26:03,42872865,925482,Instant & Frozen Food,1,475.04,Wallet,Slightly Delayed,2024,October,27
9690050839,2024-01-13 02:34:24,55803572,500633,Dairy & Breakfast,2,309.0,Wallet,On Time,2024,January,13
2574349065,2024-04-17 14:33:32,51547198,123983,Pharmacy,3,2357.0099999999998,Wallet,On Time,2024,April,17
2461936988,2023-07-20 23:11:57,14428954,272170,Instant & Frozen Food,2,281.6,Cash,Significantly Delayed,2023,July,20
6447596416,2023-10-08 18:18:29,76987910,70969,Fruits & Vegetables,1,631.7,Card,On Time,2023,October,8
7228452275,2023-05-13 01:06:33,42262168,757274,Pet Care,2,196.64,Card,On Time,2023,May,13
6696750742,2023-04-02 17:43:16,5277675,14145,Fruits & Vegetables,2,1261.68,Wallet,On Time,2023,April,2
822235931,2023-08-09 07:17:16,44410149,611575,Instant & Frozen Food,3,1446.18,Wallet,Slightly Delayed,2023,August,9
7678251499,2023-04-23 13:27:40,17805991,704868,Household Care,1,193.46,Cash,On Time,2023,April,23
2497341976,2023-09-21 09:06:49,9097480,451933,Grocery & Staples,1,568.94,Wallet,On Time,2023,September,21
9107314128,2024-05-20 16:19:17,79591237,820541,Household Care,3,1728.66,Wallet,On Time,2024,May,20
9855726256,2023-05-17 07:50:53,8651281,349294,Fruits & Vegetables,2,1869.5,Card,On Time,2023,May,17
9398719862,2024-07-19 09:22:31,14991661,615545,Personal Care,2,896.32,Card,On Time,2024,July,19
379494532,2024-07-07 13:29:33,9650263,654297,Fruits & Vegetables,3,39.75,UPI,On Time,2024,July,7
1048784963,2023-09-07 13:18:38,58942207,451933,Grocery & Staples,2,1137.88,Card,On Time,2023,September,7
4386246924,2024-08-27 10:06:15,69632084,613942,Pet Care,2,1090.0,Card,Significantly Delayed,2024,August,27
2050362692,2024-10-30 11:23:04,79991320,366066,Personal Care,1,918.58,Cash,On Time,2024,October,30
4142963293,2024-11-03 03:45:46,34567918,287070,Grocery & Staples,1,443.17,Cash,On Time,2024,November,3
9753528654,2024-07-26 07:24:16,61522288,137909,Pharmacy,1,864.3,Cash,On Time,2024,July,26
8126970833,2024-09-14 20:27:40,14161586,700048,Household Care,3,423.84000000000003,Wallet,Significantly Delayed,2024,September,14
9747814712,2023-12-16 15:38:05,16359370,256783,Pet Care,2,1813.08,Wallet,On Time,2023,December,16
6281619403,2023-04-09 18:56:42,77921718,131136,Grocery & Staples,2,75.6,UPI,On Time,2023,April,9
436184281,2023-11-20 12:36:18,78614729,15314,Dairy & Breakfast,3,1736.5500000000002,Card,Significantly Delayed,2023,November,20
9799231260,2024-03-07 08:59:56,22077605,39154,Fruits & Vegetables,3,2840.58,Wallet,On Time,2024,March,7
4071811527,2023-07-26 15:38:48,66023110,661577,Pet Care,1,720.95,Card,Slightly Delayed,2023,July,26
5645359563,2024-08-08 23:28:23,87160527,723678,Pet Care,3,2026.38,Card,On Time,2024,August,8
9411813703,2023-09-25 22:56:09,62600289,557908,Pharmacy,3,2827.11,Wallet,On Time,2023,September,25
4270217473,2024-02-01 08:48:55,54580166,336847,Household Care,2,1873.96,Cash,On Time,2024,February,1
279851011,2023-04-11 09:45:14,12967305,34186,Fruits & Vegetables,3,2776.95,Card,On Time,2023,April,11
6260524887,2024-06-01 06:43:44,57081917,94225,Household Care,2,154.22,Card,On Time,2024,June,1
5853998391,2023-09-08 02:48:14,94453274,257719,Dairy & Breakfast,2,563.46,Wallet,On Time,2023,September,8
9931976872,2024-06-24 05:17:20,8955057,118820,Cold Drinks & Juices,3,36.96,Wallet,On Time,2024,June,24
8432209832,2024-03-20 03:24:23,90346920,336847,Household Care,1,936.98,Wallet,Slightly Delayed,2024,March,20
6023721507,2024-04-07 00:19:29,8791577,327290,Grocery & Staples,1,862.28,UPI,On Time,2024,April,7
3042338919,2023-05-17 14:52:39,76212152,679284,Pharmacy,3,2633.67,Wallet,On Time,2023,May,17
233646065,2023-09-19 22:28:29,16379942,803607,Personal Care,1,949.73,Wallet,On Time,2023,September,19
9870610018,2024-02-08 05:23:21,94033330,615545,Personal Care,2,896.32,Card,On Time,2024,February,8
1398230967,2024-04-22 09:58:26,46876240,951463,Pet Care,3,2362.2,Card,On Time,2024,April,22
8615488922,2023-11-04 00:06:14,92209869,566052,Pharmacy,3,261.9,Card,Significantly Delayed,2023,November,4
2748841057,2023-12-30 05:03:21,33544355,552496,Household Care,2,1016.0,Card,Significantly Delayed,2023,December,30
1375867721,2024-07-15 16:57:54,4862761,500633,Dairy & Breakfast,3,463.5,Cash,On Time,2024,July,15
8595141097,2024-03-31 10:24:16,96511007,274207,Pharmacy,1,328.51,UPI,On Time,2024,March,31
4673382071,2024-01-16 13:25:12,21784094,256783,Pet Care,1,906.54,UPI,Slightly Delayed,2024,January,16
2948696008,2024-04-10 10:05:48,51872499,131937,Instant & Frozen Food,2,575.62,Cash,On Time,2024,April,10
6839692624,2023-11-19 01:53:50,64497538,67197,Dairy & Breakfast,2,1104.4,Cash,Significantly Delayed,2023,November,19
5770951298,2023-10-02 18:09:57,75510747,329351,Dairy & Breakfast,3,932.61,UPI,On Time,2023,October,2
5084771819,2024-08-29 21:54:24,6344345,154179,Pharmacy,2,1165.74,Cash,Slightly Delayed,2024,August,29
422403644,2023-05-27 23:26:14,56548063,317242,Grocery & Staples,1,198.15,UPI,Slightly Delayed,2023,May,27
7176758896,2023-07-13 12:50:53,18394558,492958,Personal Care,2,168.4,Cash,On Time,2023,July,13
8252905093,2024-04-21 23:13:31,42589311,647462,Personal Care,3,979.26,Card,On Time,2024,April,21
1488561572,2024-08-27 08:18:40,75928073,585299,Pet Care,1,799.46,Cash,On Time,2024,August,27
6212984517,2024-03-16 21:47:29,72702075,853932,Baby Care,1,941.19,UPI,On Time,2024,March,16
6309784337,2024-05-06 17:37:10,26250082,120532,Grocery & Staples,1,697.53,Card,On Time,2024,May,6
4613890018,2023-10-24 12:43:17,53538932,490602,Grocery & Staples,1,549.47,Wallet,On Time,2023,October,24
3429728472,2023-03-31 08:31:30,64017365,851978,Pharmacy,1,715.72,Cash,Slightly Delayed,2023,March,31
267738904,2023-10-24 23:10:36,63368244,606256,Instant & Frozen Food,2,738.56,Card,Slightly Delayed,2023,October,24
3850416839,2024-07-01 02:05:28,57081917,697683,Household Care,3,371.21999999999997,UPI,Slightly Delayed,2024,July,1
3412702479,2023-12-24 07:32:20,86479284,444361,Pharmacy,3,2467.89,Cash,On Time,2023,December,24
2016183232,2023-07-19 04:15:07,44928499,14145,Fruits & Vegetables,3,1892.52,Card,Slightly Delayed,2023,July,19
3810280204,2023-10-26 17:52:28,84361534,880510,Dairy & Breakfast,3,2854.29,Wallet,On Time,2023,October,26
2416767295,2024-07-05 03:36:54,767523,284460,Fruits & Vegetables,1,505.95,Card,Slightly Delayed,2024,July,5
2283439407,2023-07-14 02:18:09,46623192,376447,Dairy & Breakfast,1,724.84,UPI,On Time,2023,July,14
4328802292,2023-06-14 19:43:21,9738801,378676,Cold Drinks & Juices,2,1762.84,Cash,Significantly Delayed,2023,June,14
7072715691,2023-12-25 19:14:20,74195536,863930,Personal Care,2,485.14,Cash,On Time,2023,December,25
5640741373,2024-05-10 06:46:20,90298394,89084,Dairy & Breakfast,2,1197.66,Card,On Time,2024,May,10
6931094066,2023-11-15 21:59:17,17159117,461804,Grocery & Staples,3,932.0699999999999,Card,On Time,2023,November,15
3417088709,2024-05-30 17:24:44,62629494,366066,Personal Care,3,2755.7400000000002,UPI,Significantly Delayed,2024,May,30
4424404315,2023-07-16 07:24:04,9274874,313754,Snacks & Munchies,2,273.2,Wallet,On Time,2023,July,16
2444087306,2023-07-28 08:25:29,56250563,366066,Personal Care,1,918.58,Wallet,On Time,2023,July,28
486085268,2023-12-11 19:39:16,51040116,354409,Grocery & Staples,3,975.24,UPI,On Time,2023,December,11
1731312620,2023-05-08 20:32:00,49795571,589812,Household Care,1,163.03,Wallet,On Time,2023,May,8
6475582506,2023-09-23 04:50:27,82529927,140489,Personal Care,2,1300.4,Wallet,On Time,2023,September,23
1868581378,2024-03-29 18:27:14,93198324,552883,Fruits & Vegetables,3,2664.48,Card,On Time,2024,March,29
8884235937,2024-08-09 11:51:55,20298398,859361,Personal Care,2,864.78,UPI,Slightly Delayed,2024,August,9
4590662628,2024-01-10 11:48:31,87200291,131937,Instant & Frozen Food,2,575.62,Cash,Slightly Delayed,2024,January,10
992302540,2023-11-26 21:32:11,32203588,993331,Grocery & Staples,2,204.88,Wallet,On Time,2023,November,26
7169974633,2024-10-16 16:03:22,59110513,153019,Fruits & Vegetables,2,1895.9,UPI,On Time,2024,October,16
6703651257,2024-01-17 01:26:31,93198324,954722,Instant & Frozen Food,1,616.45,Card,On Time,2024,January,17
7180810221,2023-09-10 16:44:46,20940403,659290,Dairy & Breakfast,3,958.02,Cash,Slightly Delayed,2023,September,10
7875587578,2024-07-15 08:47:10,60967677,832348,Snacks & Munchies,1,831.43,Card,Slightly Delayed,2024,July,15
2578671497,2024-01-25 00:04:47,76218218,118820,Cold Drinks & Juices,2,24.64,Card,On Time,2024,January,25
6284350691,2024-06-20 01:00:52,57207678,112390,Personal Care,2,1755.96,Wallet,On Time,2024,June,20
5383261788,2023-10-18 21:18:10,34588087,557908,Pharmacy,2,1884.74,Wallet,On Time,2023,October,18
6590867973,2023-11-20 08:37:18,56441247,712307,Cold Drinks & Juices,2,529.78,UPI,On Time,2023,November,20
8787105023,2024-05-07 22:54:29,81822935,398340,Instant & Frozen Food,1,651.93,Wallet,On Time,2024,May,7
1402916311,2024-04-23 12:52:28,14275043,516376,Fruits & Vegetables,2,1754.86,Card,On Time,2024,April,23
9715205272,2024-10-21 21:55:22,52409516,440875,Baby Care,2,550.06,UPI,On Time,2024,October,21
3946852375,2024-07-04 12:26:55,96253172,894539,Household Care,3,1336.44,Cash,On Time,2024,July,4
3367039425,2024-03-10 03:46:29,86050297,385113,Personal Care,1,816.38,UPI,On Time,2024,March,10
687711388,2024-02-02 10:13:42,52757321,542300,Snacks & Munchies,3,766.05,Card,Slightly Delayed,2024,February,2
647012431,2024-06-16 13:11:54,34281470,18035,Household Care,2,1937.88,Card,Significantly Delayed,2024,June,16
7143278295,2024-02-13 15:28:08,50557979,647462,Personal Care,1,326.42,UPI,On Time,2024,February,13
9736844695,2024-04-09 20:00:46,31978160,564692,Pet Care,1,215.65,Cash,On Time,2024,April,9
5933289680,2023-12-07 04:30:24,5751638,747801,Household Care,2,555.52,Wallet,Significantly Delayed,2023,December,7
9494303116,2024-07-21 10:44:40,98858383,336847,Household Care,3,2810.94,Card,On Time,2024,July,21
9337878102,2023-05-16 03:51:12,9987182,654623,Snacks & Munchies,3,1266.42,Wallet,On Time,2023,May,16
6872621077,2023-09-14 18:19:29,77128325,228286,Cold Drinks & Juices,2,358.16,Wallet,On Time,2023,September,14
7330237253,2023-12-07 12:22:17,28428852,677169,Pharmacy,1,261.03,UPI,On Time,2023,December,7
7942616242,2023-09-30 08:07:45,33685414,970529,Baby Care,3,2482.32,Wallet,Significantly Delayed,2023,September,30
238520071,2024-02-20 05:25:38,77320193,537274,Pet Care,2,1405.42,Cash,On Time,2024,February,20
5812379362,2023-08-05 10:51:03,46504355,833557,Dairy & Breakfast,1,422.87,Wallet,On Time,2023,August,5
2616623847,2024-01-19 19:08:25,49915498,853932,Baby Care,3,2823.57,Cash,Slightly Delayed,2024,January,19
2040854480,2023-12-10 00:09:16,40392019,684939,Personal Care,1,727.95,Wallet,Significantly Delayed,2023,December,10
5456484560,2024-09-26 01:56:49,62600289,324809,Dairy & Breakfast,1,608.0,UPI,Significantly Delayed,2024,September,26
883309006,2024-04-09 08:12:20,71229024,131748,Pet Care,1,81.35,Cash,Slightly Delayed,2024,April,9
6528341992,2024-01-29 03:28:43,64497538,336847,Household Care,2,1873.96,Wallet,Slightly Delayed,2024,January,29
3263203775,2024-09-28 15:27:48,44888581,563740,Snacks & Munchies,1,96.33,UPI,On Time,2024,September,28
3660010934,2024-01-31 15:31:03,83577942,613942,Pet Care,3,1635.0,Wallet,On Time,2024,January,31
7944885043,2024-05-26 08:18:38,1683786,760828,Pet Care,1,563.45,Card,On Time,2024,May,26
2506369831,2023-06-16 13:05:30,1529180,144124,Household Care,2,325.34,UPI,Slightly Delayed,2023,June,16
697061213,2023-03-25 09:41:55,91196901,398340,Instant & Frozen Food,2,1303.86,Card,On Time,2023,March,25
7079057004,2023-09-30 08:52:45,1507408,714999,Dairy & Breakfast,2,1765.02,Card,Significantly Delayed,2023,September,30
1556153632,2024-05-04 08:35:19,67215939,739448,Household Care,3,2266.98,Wallet,Slightly Delayed,2024,May,4
2161235338,2024-04-12 15:00:38,38902882,704868,Household Care,3,580.38,Wallet,Slightly Delayed,2024,April,12
1247978468,2024-07-19 01:53:39,97484394,712003,Cold Drinks & Juices,1,671.68,UPI,On Time,2024,July,19
5437627061,2024-08-22 02:04:33,58505903,679865,Grocery & Staples,1,347.91,UPI,On Time,2024,August,22
9091960039,2024-02-11 09:54:55,13455530,689769,Instant & Frozen Food,1,46.62,Card,On Time,2024,February,11
619198317,2023-11-20 16:57:35,81906973,194682,Cold Drinks & Juices,1,912.29,UPI,On Time,2023,November,20
9833179291,2023-05-04 18:32:00,90372221,272170,Instant & Frozen Food,2,281.6,UPI,On Time,2023,May,4
4148760273,2024-05-22 01:40:57,93122847,51036,Baby Care,2,1863.22,UPI,On Time,2024,May,22
7206041763,2023-05-30 19:17:37,74694186,124290,Personal Care,3,118.94999999999999,Card,On Time,2023,May,30
690097648,2023-12-27 20:11:22,2684440,291238,Snacks & Munchies,2,1492.06,Cash,Slightly Delayed,2023,December,27
4197061567,2024-02-04 03:20:32,52757321,621677,Instant & Frozen Food,3,953.4000000000001,UPI,On Time,2024,February,4
2009394836,2023-10-24 22:11:10,55056284,237083,Pharmacy,3,1731.3899999999999,UPI,On Time,2023,October,24
277502363,2023-12-28 13:54:57,88203688,667163,Cold Drinks & Juices,1,441.2,Card,On Time,2023,December,28
4356959622,2024-01-16 07:41:08,38709137,91670,Household Care,2,878.48,Cash,On Time,2024,January,16
174306009,2024-08-09 00:24:44,87457446,832348,Snacks & Munchies,1,831.43,UPI,Significantly Delayed,2024,August,9
9582674091,2024-08-16 11:20:21,34237583,433521,Baby Care,2,642.66,UPI,Significantly Delayed,2024,August,16
8675579025,2024-07-06 11:59:17,44409533,317242,Grocery & Staples,1,198.15,Card,On Time,2024,July,6
5195999941,2024-07-19 18:51:00,52757321,34186,Fruits & Vegetables,3,2776.95,Card,Slightly Delayed,2024,July,19
5210007923,2024-10-01 05:12:34,97507853,492958,Personal Care,1,84.2,Cash,On Time,2024,October,1
6595771960,2023-04-05 03:22:22,45700473,949818,Snacks & Munchies,3,1449.15,Cash,On Time,2023,April,5
4247338382,2023-12-05 02:01:24,34853377,354409,Grocery & Staples,1,325.08,Cash,Significantly Delayed,2023,December,5
819143326,2024-01-10 19:18:29,88324928,891833,Dairy & Breakfast,2,986.38,Cash,On Time,2024,January,10
3830844750,2023-08-06 15:56:31,23996221,487065,Snacks & Munchies,3,1124.04,UPI,On Time,2023,August,6
1687314172,2024-03-13 18:42:43,82425179,378287,Cold Drinks & Juices,2,665.68,Cash,On Time,2024,March,13
6756007265,2023-07-27 18:19:10,80850753,820973,Baby Care,1,114.52,Wallet,On Time,2023,July,27
489762747,2024-09-27 16:36:39,19482392,349294,Fruits & Vegetables,2,1869.5,Card,Significantly Delayed,2024,September,27
7509195875,2023-11-26 19:55:46,42723554,704868,Household Care,1,193.46,Card,On Time,2023,November,26
2370917070,2023-07-25 05:54:42,5763963,500739,Dairy & Breakfast,1,359.98,Card,On Time,2023,July,25
2055388266,2023-06-23 06:31:41,119099,107548,Cold Drinks & Juices,1,891.6,UPI,Slightly Delayed,2023,June,23
8969304162,2023-10-12 14:44:50,43052303,9436,Personal Care,2,176.86,Wallet,On Time,2023,October,12
5412674107,2024-10-06 21:41:05,88111697,644847,Grocery & Staples,2,1245.62,Cash,On Time,2024,October,6
1536516619,2023-11-25 07:50:28,15631726,313754,Snacks & Munchies,3,409.79999999999995,Wallet,On Time,2023,November,25
3858907413,2023-07-27 18:31:30,89910157,51036,Baby Care,1,931.61,Cash,On Time,2023,July,27
4976389251,2023-09-05 10:02:35,79478655,4452,Baby Care,1,169.88,Card,On Time,2023,September,5
2218319201,2024-11-01 02:59:02,40587811,378287,Cold Drinks & Juices,1,332.84,Wallet,On Time,2024,November,1
6729422433,2023-07-19 13:45:45,68159723,552496,Household Care,2,1016.0,UPI,Slightly Delayed,2023,July,19
1354097448,2023-06-21 17:33:21,98687927,15314,Dairy & Breakfast,2,1157.7,Card,On Time,2023,June,21
8952275304,2024-08-31 08:12:32,81174361,757274,Pet Care,3,294.96,Cash,On Time,2024,August,31
436603801,2023-12-28 09:54:53,54619715,557908,Pharmacy,2,1884.74,Cash,On Time,2023,December,28
5273875984,2023-05-31 03:32:44,9278983,859361,Personal Care,1,432.39,Cash,Slightly Delayed,2023,May,31
9290203003,2024-04-01 12:19:55,21573815,714999,Dairy & Breakfast,1,882.51,Cash,On Time,2024,April,1
